Volume averages, fluxes, etc
it t dt Rho Mx My Mz Bx By Bz E Pmin Pmax
    137  1.96401E+01  1.44413E-001  5.63387E-001  1.72987E-001 -1.12776E-001 -1.12716E-004  6.73079E-001  3.32969E-001 -3.79470E-005  1.33790E+000  8.49015E-002  1.00000E+000
    138  1.97845E+01  1.44413E-001  5.63407E-001  1.74234E-001 -1.13610E-001 -1.13974E-004  6.73122E-001  3.32915E-001 -3.85520E-005  1.33806E+000  8.48307E-002  1.00000E+000
    139  1.99289E+01  1.44413E-001  5.63428E-001  1.75480E-001 -1.14445E-001 -1.15229E-004  6.73165E-001  3.32860E-001 -3.91561E-005  1.33822E+000  8.47685E-002  1.00000E+000
    140  2.00734E+01  1.44413E-001  5.63449E-001  1.76725E-001 -1.15279E-001 -1.16481E-004  6.73209E-001  3.32804E-001 -3.97593E-005  1.33839E+000  8.47145E-002  1.00000E+000
    141  2.02178E+01  1.44413E-001  5.63471E-001  1.77970E-001 -1.16113E-001 -1.17730E-004  6.73253E-001  3.32747E-001 -4.03615E-005  1.33855E+000  8.46735E-002  1.00000E+000
    142  2.03622E+01  1.44413E-001  5.63492E-001  1.79214E-001 -1.16947E-001 -1.18975E-004  6.73299E-001  3.32688E-001 -4.09625E-005  1.33872E+000  8.46481E-002  1.00000E+000
    143  2.05066E+01  1.44413E-001  5.63514E-001  1.80457E-001 -1.17781E-001 -1.20217E-004  6.73345E-001  3.32628E-001 -4.15624E-005  1.33890E+000  8.46414E-002  1.00000E+000
    144  2.06510E+01  1.44413E-001  5.63537E-001  1.81700E-001 -1.18614E-001 -1.21455E-004  6.73391E-001  3.32567E-001 -4.21612E-005  1.33907E+000  8.46568E-002  1.00000E+000
    145  2.07954E+01  1.44413E-001  5.63559E-001  1.82942E-001 -1.19447E-001 -1.22689E-004  6.73439E-001  3.32505E-001 -4.27590E-005  1.33925E+000  8.46961E-002  1.00000E+000
    146  2.09398E+01  1.44413E-001  5.63582E-001  1.84183E-001 -1.20280E-001 -1.23919E-004  6.73487E-001  3.32442E-001 -4.33558E-005  1.33943E+000  8.47614E-002  1.00000E+000
    147  2.10842E+01  1.44412E-001  5.63605E-001  1.85423E-001 -1.21112E-001 -1.25144E-004  6.73536E-001  3.32377E-001 -4.39514E-005  1.33961E+000  8.48189E-002  1.00000E+000
    148  2.12287E+01  1.44412E-001  5.63628E-001  1.86663E-001 -1.21944E-001 -1.26364E-004  6.73586E-001  3.32311E-001 -4.45459E-005  1.33980E+000  8.47811E-002  1.00000E+000
    149  2.13731E+01  1.44412E-001  5.63652E-001  1.87902E-001 -1.22776E-001 -1.27579E-004  6.73636E-001  3.32244E-001 -4.51393E-005  1.33999E+000  8.47355E-002  1.00000E+000
    150  2.15175E+01  1.44412E-001  5.63676E-001  1.89140E-001 -1.23608E-001 -1.28789E-004  6.73687E-001  3.32175E-001 -4.57315E-005  1.34017E+000  8.46869E-002  1.00000E+000
    151  2.16619E+01  1.44412E-001  5.63700E-001  1.90377E-001 -1.24439E-001 -1.29993E-004  6.73740E-001  3.32106E-001 -4.63226E-005  1.34037E+000  8.46451E-002  1.00000E+000
    152  2.18063E+01  1.44412E-001  5.63725E-001  1.91613E-001 -1.25270E-001 -1.31191E-004  6.73792E-001  3.32034E-001 -4.69122E-005  1.34056E+000  8.46094E-002  1.00000E+000
    153  2.19507E+01  1.44412E-001  5.63750E-001  1.92849E-001 -1.26101E-001 -1.32384E-004  6.73846E-001  3.31962E-001 -4.74999E-005  1.34076E+000  8.45809E-002  1.00000E+000
    154  2.20951E+01  1.44412E-001  5.63775E-001  1.94084E-001 -1.26931E-001 -1.33569E-004  6.73901E-001  3.31888E-001 -4.80852E-005  1.34096E+000  8.45599E-002  1.00000E+000
    155  2.22395E+01  1.44412E-001  5.63800E-001  1.95317E-001 -1.27761E-001 -1.34748E-004  6.73956E-001  3.31812E-001 -4.86679E-005  1.34116E+000  8.45468E-002  1.00000E+000
    156  2.23840E+01  1.44411E-001  5.63826E-001  1.96550E-001 -1.28590E-001 -1.35920E-004  6.74013E-001  3.31736E-001 -4.92476E-005  1.34137E+000  8.45416E-002  1.00000E+000
    157  2.25284E+01  1.44411E-001  5.63851E-001  1.97783E-001 -1.29419E-001 -1.37084E-004  6.74070E-001  3.31657E-001 -4.98241E-005  1.34157E+000  8.45447E-002  1.00000E+000
    158  2.26728E+01  1.44411E-001  5.63878E-001  1.99014E-001 -1.30248E-001 -1.38240E-004  6.74128E-001  3.31578E-001 -5.03971E-005  1.34178E+000  8.45572E-002  1.00000E+000
    159  2.28172E+01  1.44411E-001  5.63904E-001  2.00244E-001 -1.31077E-001 -1.39388E-004  6.74187E-001  3.31497E-001 -5.09665E-005  1.34200E+000  8.45788E-002  1.00000E+000
    160  2.29616E+01  1.44410E-001  5.63931E-001  2.01474E-001 -1.31905E-001 -1.40527E-004  6.74246E-001  3.31414E-001 -5.15320E-005  1.34221E+000  8.45204E-002  1.00000E+000
    161  2.31060E+01  1.44410E-001  5.63958E-001  2.02702E-001 -1.32732E-001 -1.41657E-004  6.74307E-001  3.31330E-001 -5.20933E-005  1.34243E+000  8.44718E-002  1.00000E+000
    162  2.32504E+01  1.44409E-001  5.63985E-001  2.03930E-001 -1.33560E-001 -1.42777E-004  6.74369E-001  3.31244E-001 -5.26500E-005  1.34265E+000  8.44352E-002  1.00000E+000
    163  2.33948E+01  1.44409E-001  5.64013E-001  2.05157E-001 -1.34387E-001 -1.43888E-004  6.74431E-001  3.31157E-001 -5.32017E-005  1.34287E+000  8.44126E-002  1.00000E+000
    164  2.35392E+01  1.44409E-001  5.64041E-001  2.06383E-001 -1.35213E-001 -1.44989E-004  6.74495E-001  3.31068E-001 -5.37480E-005  1.34310E+000  8.44040E-002  1.00000E+000
    165  2.36836E+01  1.44408E-001  5.64069E-001  2.07608E-001 -1.36039E-001 -1.46079E-004  6.74559E-001  3.30978E-001 -5.42886E-005  1.34332E+000  8.44111E-002  1.00000E+000
    166  2.38281E+01  1.44407E-001  5.64097E-001  2.08832E-001 -1.36865E-001 -1.47159E-004  6.74625E-001  3.30886E-001 -5.48230E-005  1.34355E+000  8.44354E-002  1.00000E+000
    167  2.39725E+01  1.44407E-001  5.64126E-001  2.10055E-001 -1.37690E-001 -1.48227E-004  6.74691E-001  3.30792E-001 -5.53506E-005  1.34379E+000  8.44064E-002  1.00000E+000
    168  2.41169E+01  1.44406E-001  5.64155E-001  2.11277E-001 -1.38515E-001 -1.49285E-004  6.74759E-001  3.30697E-001 -5.58710E-005  1.34402E+000  8.43644E-002  1.00000E+000
    169  2.42613E+01  1.44405E-001  5.64185E-001  2.12498E-001 -1.39340E-001 -1.50331E-004  6.74827E-001  3.30601E-001 -5.63835E-005  1.34426E+000  8.43317E-002  1.00000E+000
    170  2.44057E+01  1.44404E-001  5.64215E-001  2.13718E-001 -1.40164E-001 -1.51365E-004  6.74897E-001  3.30502E-001 -5.68873E-005  1.34450E+000  8.43069E-002  1.00000E+000
    171  2.45501E+01  1.44403E-001  5.64245E-001  2.14937E-001 -1.40988E-001 -1.52388E-004  6.74967E-001  3.30402E-001 -5.73820E-005  1.34475E+000  8.42900E-002  1.00000E+000
    172  2.46945E+01  1.44402E-001  5.64275E-001  2.16156E-001 -1.41812E-001 -1.53398E-004  6.75039E-001  3.30301E-001 -5.78669E-005  1.34499E+000  8.42814E-002  1.00000E+000
    173  2.48389E+01  1.44400E-001  5.64306E-001  2.17373E-001 -1.42635E-001 -1.54396E-004  6.75112E-001  3.30197E-001 -5.83418E-005  1.34524E+000  8.42816E-002  1.00000E+000
    174  2.49833E+01  1.44399E-001  5.64337E-001  2.18590E-001 -1.43458E-001 -1.55381E-004  6.75185E-001  3.30092E-001 -5.88061E-005  1.34550E+000  8.42908E-002  1.00000E+000
    175  2.51277E+01  1.44397E-001  5.64369E-001  2.19805E-001 -1.44280E-001 -1.56354E-004  6.75260E-001  3.29986E-001 -5.92593E-005  1.34575E+000  8.43082E-002  1.00000E+000
    176  2.52721E+01  1.44395E-001  5.64400E-001  2.21019E-001 -1.45102E-001 -1.57314E-004  6.75336E-001  3.29877E-001 -5.97010E-005  1.34601E+000  8.42766E-002  1.00000E+000
    177  2.54165E+01  1.44393E-001  5.64433E-001  2.22233E-001 -1.45924E-001 -1.58261E-004  6.75413E-001  3.29767E-001 -6.01304E-005  1.34627E+000  8.42537E-002  1.00000E+000
    178  2.55609E+01  1.44391E-001  5.64465E-001  2.23445E-001 -1.46745E-001 -1.59194E-004  6.75491E-001  3.29655E-001 -6.05472E-005  1.34654E+000  8.42392E-002  1.00000E+000
    179  2.56000E+01  3.91462E-002  5.64474E-001  2.23774E-001 -1.46968E-001 -1.59445E-004  6.75513E-001  3.29625E-001 -6.06579E-005  1.34661E+000  8.42366E-002  1.00000E+000
